Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
9537,Yes,No,Saudi Arabia,"Yes, full-time",Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,100 to 499 employees,Back-end developer;Front-end developer;Full-stack developer;Mobile developer;Student,9-11 years,0-2 years,Slightly satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4,1,5,6,2,3,10,8,9,7,3,5,6,11,9,4,1,8,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),A few times per month or weekly,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",5,I'm not sure,Not at all interested,Somewhat interested,A little bit interested,Not at all interested,Somewhat interested,Between 5:00 - 6:00 AM,9 - 12 hours,Over 4 hours,Never,NA,Daily or almost every day,NA,NA,NA,NA,NA,NA,NA,NA,NA
9590,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",10 to 19 employees,Mobile developer,3-5 years,3-5 years,Neither satisfied nor dissatisfied,Moderately dissatisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,Between 1 and 2 years ago,1,8,6,9,2,5,10,4,3,7,10,3,5,8,7,9,6,4,11,2,1,4,1,5,3,2,2,6,7,4,3,1,5,I had a negative experience or interaction at work,U.S. dollars ($),NA,Monthly,NA,USD,Trello,One to three months,Taken an online course in programming or software development (e.g. a MOOC),NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Java;Swift,Kotlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",5,Yes,Not at all interested,Not at all interested,Not at all interested,Somewhat interested,Very interested,Between 9:01 - 10:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,I don't typically exercise,NA,NA,NA,NA,NA,NA,NA,NA,NA
9785,Yes,Yes,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","5,000 to 9,999 employees",Back-end developer,6-8 years,3-5 years,Moderately dissatisfied,Extremely satisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,Less than a year ago,8,3,6,9,4,10,7,1,5,2,3,5,1,10,7,9,11,6,8,4,2,3,1,2,5,4,2,4,6,3,7,1,5,I received bad news about the future of my company or department,U.S. dollars ($),1900,Monthly,22800,USD,"Other wiki tool (Github, Google Sites, proprietary software, etc.)",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Completed an industry certification program (e.g. MCPD);Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",I already had a full-time job as a developer when I began the program,NA,Strongly agree,Agree,Disagree,C;C++;C#;F#;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,NA,MongoDB;SQL Server;MySQL;SQLite;Oracle,NA,Android;Drupal;Heroku;iOS;Linux;Firebase,Raspberry Pi,Angular;Node.js,NA,PHPStorm;Vim;Visual Studio Code,Linux-based,2,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies);Pair programming,Git,Multiple times per day,Yes,No,NA,Strongly disagree,Strongly agree,Strongly agree,Stopped going to a website because of their advertising,4,3,5,6,2,7,1,Algorithms making important decisions,Algorithms making important decisions,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Very interested,Extremely interested,Extremely interested,A little bit interested,Very interested,Between 5:00 - 6:00 AM,Over 12 hours,1 - 2 hours,3 - 4 times per week,Ergonomic keyboard or mouse,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,25 - 34 years old,No,NA,The survey was too long,Somewhat easy
10716,Yes,Yes,Saudi Arabia,"Yes, full-time",Employed part-time,Associate degree,"A business discipline (ex. accounting, finance, marketing)",10 to 19 employees,"C-suite executive (CEO, CTO, etc.);QA or test developer",3-5 years,12-14 years,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,NA,I am actively looking for a job,Between 1 and 2 years ago,2,4,3,10,8,1,5,9,7,6,3,10,5,9,2,1,7,8,4,11,6,5,1,4,3,2,2,3,5,6,4,7,1,NA,NA,10000,Monthly,NA,NA,Facebook;Google Hangouts/Chat;Jira,Less than a month,Participated in a hackathon,NA,NA,Because I find it enjoyable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12075,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Designer;Desktop or enterprise applications developer;Embedded applications or devices developer;Front-end developer;Full-stack developer;Mobile developer",12-14 years,0-2 years,Slightly dissatisfied,Slightly dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6,7,2,4,5,9,10,3,1,8,6,8,1,11,10,5,4,3,7,2,9,5,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,My job status or other personal status changed,U.S. dollars ($),800,Monthly,9600,USD,"Facebook;Other wiki tool (Github, Google Sites, proprietary software, etc.)",NA,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To build my professional network;To help me find new job opportunities;To win prizes or cash awards;Because I find it enjoyable",Agree,Agree,Disagree,C;C++;C#;Java;JavaScript;PHP;VB.NET;HTML;CSS,C;C++;C#;JavaScript;Python;HTML;CSS,SQL Server;MySQL,SQL Server,Android;Arduino;Linux;Raspberry Pi;Firebase,Android;Arduino;iOS;Linux;Raspberry Pi;Firebase,.NET Core;Xamarin,.NET Core;Xamarin,Android Studio;Visual Studio;Visual Studio Code;Xcode,Windows,1,NA,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat disagree,Somewhat disagree,Stopped going to a website because of their advertising,5,1,2,4,7,6,3,Algorithms making important decisions,Algorithms making important decisions,A governmental or other regulatory body,I'm worried about the dangers more than I'm excited about the possibilities.,No,Depends on what it is,The person who came up with the idea,Yes,9,Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",9,I'm not sure,Extremely interested,Very interested,Very interested,Extremely interested,Somewhat interested,Between 9:01 - 10:00 AM,Over 12 hours,30 - 59 minutes,3 - 4 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Middle Eastern,18 - 24 years old,NA,NA,The survey was an appropriate length,Neither easy nor difficult
14451,No,No,Saudi Arabia,"Yes, part-time",Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Front-end developer,0-2 years,0-2 years,Moderately dissatisfied,Extremely dissatisfied,Working in a different or more specialized technical role than the one I'm in now,I am actively looking for a job,Between 2 and 4 years ago,2,5,8,3,1,7,6,4,9,10,1,4,3,10,8,2,9,5,11,7,6,3,1,5,2,4,3,6,2,5,1,7,4,A friend told me about a job opportunity,South African rands (R),"19,500.00",Monthly,19284,ZAR,"Office / productivity suite (Microsoft Office, Google Suite, etc.)",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",I haven’t gotten a developer job,NA,Neither Agree nor Disagree,Disagree,Agree,JavaScript;PHP;HTML;CSS,Java;JavaScript;PHP;Python;HTML;CSS,MySQL;SQLite,MySQL;SQLite,NA,NA,NA,Angular;Node.js;React,Notepad++,Windows,1,Agile,I don't use version control,NA,Yes,Yes,I wanted to support the website I was visiting by viewing their ads,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),2,5,6,1,3,7,4,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The developer who wrote it,Yes,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,"No, and I don't know what that is",10 (Very Likely),Yes,Somewhat interested,Very interested,Very interested,Very interested,Extremely interested,Between 6:01 - 7:00 AM,5 - 8 hours,1 - 2 hours,1 - 2 times per week,NA,Daily or almost every day,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,18 - 24 years old,NA,NA,The survey was an appropriate length,Very easy
17083,Yes,Yes,Saudi Arabia,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Desktop or enterprise applications developer,6-8 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JavaScript;PHP;SQL;VB.NET;Visual Basic 6;HTML;CSS,Java;JavaScript;PHP;Python;SQL;VB.NET;HTML;CSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17606,Yes,No,Saudi Arabia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Full-stack developer;System administrator,6-8 years,6-8 years,Extremely satisfied,Moderately satisfied,Working as an engineering manager or other functional manager,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I saw an employer’s advertisement,U.S. dollars ($),5000,Monthly,60000,USD,"Google Hangouts/Chat;Jira;Other wiki tool (Github, Google Sites, proprietary software, etc.)",More than a year,NA,NA,NA,NA,Agree,Agree,Disagree,C#;PHP;Python;SQL;HTML;CSS;Bash/Shell,C#;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Google BigQuery;Neo4j;Elasticsearch,MongoDB;SQL Server;MySQL;Google BigQuery;Elasticsearch,Android;AWS;WordPress,Android;Linux;Mac OS;WordPress,Angular;Hadoop;Node.js,Node.js,Android Studio;Eclipse;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio,Windows,2,Agile;Scrum,Git;Zip file back-ups,Multiple times per day,Yes,Yes,The ad-blocking software was causing display issues on a website;The website I was visiting asked me to disable it,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Stopped going to a website because of their advertising,3,4,5,2,1,6,7,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, and publicly",NA,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes,Very interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Between 5:00 - 6:00 AM,9 - 12 hours,1 - 2 hours,Never,Standing desk;Ergonomic keyboard or mouse,1 - 2 times per week,Male,Bisexual or Queer,Some college/university study without earning a degree,South Asian,25 - 34 years old,No,NA,The survey was too long,Somewhat difficult
17811,Yes,Yes,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Data or business analyst;Data scientist or machine learning specialist;Desktop or enterprise applications developer;DevOps specialist;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer;System administrator,30 or more years,30 or more years,Slightly satisfied,Extremely dissatisfied,Retirement,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,8,10,5,6,1,3,2,4,9,7,1,5,6,8,9,2,10,4,7,11,3,2,1,5,4,3,2,6,4,3,1,7,5,A friend told me about a job opportunity,U.S. dollars ($),95000,Yearly,95000,USD,"Office / productivity suite (Microsoft Office, Google Suite, etc.);Other wiki tool (Github, Google Sites, proprietary software, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,NA,Neither Agree nor Disagree,Strongly agree,Disagree,C#;JavaScript;Python;SQL;TypeScript;HTML;CSS,C#;Go;Python;SQL;TypeScript,SQL Server;PostgreSQL,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Arduino;Linux;Raspberry Pi;Windows Desktop or Server,NA,Angular;.NET Core;Node.js,NA,Android Studio;Visual Studio;Visual Studio Code,Windows,2,Agile,Git;Copying and pasting files to network shares;Zip file back-ups,Multiple times per day,No,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,NA,NA,NA,NA,NA,NA,NA,Algorithms making important decisions,Increasing automation of jobs,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, and publicly",Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes,Very interested,Not at all interested,Not at all interested,Very interested,A little bit interested,Between 5:00 - 6:00 AM,5 - 8 hours,3 - 4 hours,1 - 2 times per week,Ergonomic keyboard or mouse,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,45 - 54 years old,No,NA,The survey was too long,Very easy
18276,Yes,No,Saudi Arabia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,9-11 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C#;JavaScript;PHP;SQL;TypeScript;VBA;VB.NET;HTML;CSS,C#;JavaScript;PHP;SQL;TypeScript;VBA;HTML;CSS,SQL Server,NA,NA,NA,Angular;Django;Node.js,Angular;.NET Core,Sublime Text;Visual Studio,Windows,1,Agile,Git,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,A few times per month or weekly,Yes,Less than once per month or monthly,Yes,Yes,6,Yes,Somewhat interested,A little bit interested,Extremely interested,Extremely interested,Extremely interested,Between 7:01 - 8:00 AM,9 - 12 hours,1 - 2 hours,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18795,Yes,Yes,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Desktop or enterprise applications developer;DevOps specialist;Embedded applications or devices developer;Front-end developer;Full-stack developer;Mobile developer;System administrator,9-11 years,3-5 years,Extremely satisfied,Extremely satisfied,Doing the same work,I am not interested in new job opportunities,Less than a year ago,9,7,4,2,1,3,8,5,10,6,1,2,3,11,9,4,8,6,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I saw an employer’s advertisement,NA,312000,NA,83191,SAR,NA,One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Agree,Agree,Disagree,Java,Java,NA,NA,Google Cloud Platform/App Engine;WordPress,Android,NA,Hadoop,IntelliJ,Windows,2,Pair programming,Git,A few times per week,Yes,Yes,I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Unsure / I don't know,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",6,Yes,Somewhat interested,Not at all interested,A little bit interested,Not at all interested,A little bit interested,Between 10:01 - 11:00 AM,Over 12 hours,30 - 59 minutes,Never,Standing desk,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Middle Eastern,25 - 34 years old,No,NA,The survey was too long,Neither easy nor difficult
